"method","fdp","power","n","A","rep","scenario"
"Naive",0.230769230769231,1,514,2,34,"MNAR(e), g1=3"
"Naive",0.2,1,511,2,35,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,530,2,36,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,490,2,37,"MNAR(e), g1=3"
"Naive",0,0.75,476,2,38,"MNAR(e), g1=3"
"Naive",0.05,0.95,483,2,39,"MNAR(e), g1=3"
"Naive",0.05,0.95,484,2,40,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,517,2,41,"MNAR(e), g1=3"
"Naive",0.05,0.95,501,2,42,"MNAR(e), g1=3"
"Naive",0,1,501,2,43,"MNAR(e), g1=3"
"Naive",0.2,1,520,2,44,"MNAR(e), g1=3"
"Naive",0.2,1,504,2,45,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,489,2,1,"MNAR(Y), g1=1"
"Naive",0,0.55,507,2,2,"MNAR(Y), g1=1"
"Naive",0.0952380952380952,0.95,489,2,3,"MNAR(Y), g1=1"
"Naive",0.05,0.95,492,2,4,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,512,2,5,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,496,2,6,"MNAR(Y), g1=1"
"Naive",0,0.7,519,2,7,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,495,2,8,"MNAR(Y), g1=1"
"Naive",0.375,1,489,2,9,"MNAR(Y), g1=1"
"Naive",0,0,506,2,10,"MNAR(Y), g1=1"
"Naive",0,1,510,2,11,"MNAR(Y), g1=1"
"Naive",0.05,0.95,514,2,12,"MNAR(Y), g1=1"
"Naive",0,0,501,2,13,"MNAR(Y), g1=1"
"Naive",0.05,0.95,515,2,14,"MNAR(Y), g1=1"
"Naive",0.166666666666667,1,496,2,15,"MNAR(Y), g1=1"
"Naive",0.0952380952380952,0.95,501,2,16,"MNAR(Y), g1=1"
"Naive",0,0.7,488,2,17,"MNAR(Y), g1=1"
"Naive",0,0.6,494,2,18,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,514,2,19,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,507,2,20,"MNAR(Y), g1=1"
"Naive",0,0,504,2,21,"MNAR(Y), g1=1"
"Naive",0.0952380952380952,0.95,515,2,22,"MNAR(Y), g1=1"
"Naive",0.393939393939394,1,507,2,23,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,472,2,24,"MNAR(Y), g1=1"
"Naive",0,0,513,2,25,"MNAR(Y), g1=1"
"Naive",0,0.8,494,2,26,"MNAR(Y), g1=1"
"Naive",0.166666666666667,1,496,2,27,"MNAR(Y), g1=1"
"Naive",0,0,506,2,28,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,500,2,29,"MNAR(Y), g1=1"
"Naive",0,0.65,501,2,30,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,497,2,31,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,519,2,32,"MNAR(Y), g1=1"
"Naive",0,0,480,2,33,"MNAR(Y), g1=1"
"Naive",0,1,512,2,34,"MNAR(Y), g1=1"
"Naive",0.05,0.95,498,2,35,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,495,2,36,"MNAR(Y), g1=1"
"Naive",0.230769230769231,1,512,2,37,"MNAR(Y), g1=1"
"Naive",0.05,0.95,488,2,38,"MNAR(Y), g1=1"
"Naive",0,0.9,510,2,39,"MNAR(Y), g1=1"
"Naive",0.259259259259259,1,503,2,40,"MNAR(Y), g1=1"
"Naive",0.05,0.95,493,2,41,"MNAR(Y), g1=1"
"Naive",0.05,0.95,501,2,42,"MNAR(Y), g1=1"
"Naive",0,0.6,503,2,43,"MNAR(Y), g1=1"
"Naive",0,0.6,496,2,44,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,502,2,45,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,462,2.5,1,"Non-informative"
"Naive",0.0476190476190476,1,517,2.5,2,"Non-informative"
"Naive",0.05,0.95,486,2.5,3,"Non-informative"
"Naive",0.130434782608696,1,503,2.5,4,"Non-informative"
"Naive",0,0,487,2.5,5,"Non-informative"
"Naive",0,1,512,2.5,6,"Non-informative"
"Naive",0.0909090909090909,1,494,2.5,7,"Non-informative"
"Naive",0.0476190476190476,1,482,2.5,8,"Non-informative"
"Naive",0,0.95,519,2.5,9,"Non-informative"
"Naive",0.0909090909090909,1,545,2.5,10,"Non-informative"
"Naive",0,0.65,500,2.5,11,"Non-informative"
"Naive",0.230769230769231,1,514,2.5,12,"Non-informative"
"Naive",0.230769230769231,1,485,2.5,13,"Non-informative"
"Naive",0,0.5,494,2.5,14,"Non-informative"
"Naive",0,1,521,2.5,15,"Non-informative"
"Naive",0.259259259259259,1,504,2.5,16,"Non-informative"
"Naive",0.230769230769231,1,510,2.5,17,"Non-informative"
"Naive",0,1,521,2.5,18,"Non-informative"
"Naive",0,0,500,2.5,19,"Non-informative"
"Naive",0.2,1,524,2.5,20,"Non-informative"
"Naive",0.0952380952380952,0.95,529,2.5,21,"Non-informative"
"Naive",0,0.65,483,2.5,22,"Non-informative"
"Naive",0.0476190476190476,1,492,2.5,23,"Non-informative"
"Naive",0.0476190476190476,1,541,2.5,24,"Non-informative"
"Naive",0.0909090909090909,1,469,2.5,25,"Non-informative"
"Naive",0,0.55,477,2.5,26,"Non-informative"
"Naive",0,0.5,548,2.5,27,"Non-informative"
"Naive",0,1,515,2.5,28,"Non-informative"
"Naive",0.0476190476190476,1,513,2.5,29,"Non-informative"
"Naive",0.166666666666667,1,527,2.5,30,"Non-informative"
"Naive",0,0.8,502,2.5,31,"Non-informative"
"Naive",0,0.95,511,2.5,32,"Non-informative"
"Naive",0.0476190476190476,1,504,2.5,33,"Non-informative"
"Naive",0,1,481,2.5,34,"Non-informative"
"Naive",0.2,1,488,2.5,35,"Non-informative"
"Naive",0,1,497,2.5,36,"Non-informative"
"Naive",0,0.55,534,2.5,37,"Non-informative"
"Naive",0,0,460,2.5,38,"Non-informative"
"Naive",0.130434782608696,1,494,2.5,39,"Non-informative"
"Naive",0.0476190476190476,1,523,2.5,40,"Non-informative"
"Naive",0.259259259259259,1,513,2.5,41,"Non-informative"
"Naive",0.310344827586207,1,537,2.5,42,"Non-informative"
"Naive",0.130434782608696,1,494,2.5,43,"Non-informative"
"Naive",0,1,486,2.5,44,"Non-informative"
"Naive",0.0909090909090909,1,503,2.5,45,"Non-informative"
"Naive",0.166666666666667,1,518,2.5,1,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,495,2.5,2,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,489,2.5,3,"MNAR(e), g1=3"
"Naive",0.05,0.95,491,2.5,4,"MNAR(e), g1=3"
"Naive",0,0.5,486,2.5,5,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,509,2.5,6,"MNAR(e), g1=3"
"Naive",0.2,1,494,2.5,7,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,524,2.5,8,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,510,2.5,9,"MNAR(e), g1=3"
"Naive",0.387096774193548,0.95,503,2.5,10,"MNAR(e), g1=3"
"Naive",0,1,485,2.5,11,"MNAR(e), g1=3"
"Naive",0.230769230769231,1,477,2.5,12,"MNAR(e), g1=3"
"Naive",0.366666666666667,0.95,503,2.5,13,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,478,2.5,14,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,500,2.5,15,"MNAR(e), g1=3"
"Naive",0,0.6,490,2.5,16,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,518,2.5,17,"MNAR(e), g1=3"
"Naive",0,0,517,2.5,18,"MNAR(e), g1=3"
"Naive",0,1,477,2.5,19,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,475,2.5,20,"MNAR(e), g1=3"
"Naive",0.230769230769231,1,489,2.5,21,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,482,2.5,22,"MNAR(e), g1=3"
"Naive",0,0.95,518,2.5,23,"MNAR(e), g1=3"
"Naive",0,0.5,504,2.5,24,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,490,2.5,25,"MNAR(e), g1=3"
"Naive",0.259259259259259,1,510,2.5,26,"MNAR(e), g1=3"
"Naive",0,0.95,504,2.5,27,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,494,2.5,28,"MNAR(e), g1=3"
"Naive",0.285714285714286,1,492,2.5,29,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,498,2.5,30,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,504,2.5,31,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,522,2.5,32,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,489,2.5,33,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,511,2.5,34,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,493,2.5,35,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,513,2.5,36,"MNAR(e), g1=3"
"Naive",0,0,496,2.5,37,"MNAR(e), g1=3"
"Naive",0,0,488,2.5,38,"MNAR(e), g1=3"
"Naive",0,1,493,2.5,39,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,485,2.5,40,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,462,2.5,41,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,504,2.5,42,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,495,2.5,43,"MNAR(e), g1=3"
"Naive",0,0.95,552,2.5,44,"MNAR(e), g1=3"
"Naive",0.2,1,513,2.5,45,"MNAR(e), g1=3"
"Naive",0,0.85,528,2.5,1,"MNAR(Y), g1=1"
"Naive",0.0952380952380952,0.95,499,2.5,2,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,532,2.5,3,"MNAR(Y), g1=1"
"Naive",0,0.9,506,2.5,4,"MNAR(Y), g1=1"
"Naive",0,1,532,2.5,5,"MNAR(Y), g1=1"
"Naive",0,0.55,514,2.5,6,"MNAR(Y), g1=1"
"Naive",0,0.55,524,2.5,7,"MNAR(Y), g1=1"
"Naive",0,0.95,501,2.5,8,"MNAR(Y), g1=1"
"Naive",0,0,502,2.5,9,"MNAR(Y), g1=1"
"Naive",0.0952380952380952,0.95,517,2.5,10,"MNAR(Y), g1=1"
"Naive",0,1,521,2.5,11,"MNAR(Y), g1=1"
"Naive",0.05,0.95,531,2.5,12,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,508,2.5,13,"MNAR(Y), g1=1"
"Naive",0,0.95,518,2.5,14,"MNAR(Y), g1=1"
"Naive",0.230769230769231,1,514,2.5,15,"MNAR(Y), g1=1"
"Naive",0,0,518,2.5,16,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,515,2.5,17,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,524,2.5,18,"MNAR(Y), g1=1"
"Naive",0.0952380952380952,0.95,517,2.5,19,"MNAR(Y), g1=1"
"Naive",0,0.65,527,2.5,20,"MNAR(Y), g1=1"
"Naive",0,0.6,524,2.5,21,"MNAR(Y), g1=1"
"Naive",0,0.9,512,2.5,22,"MNAR(Y), g1=1"
"Naive",0,0.75,514,2.5,23,"MNAR(Y), g1=1"
"Naive",0.2,1,528,2.5,24,"MNAR(Y), g1=1"
"Naive",0.208333333333333,0.95,513,2.5,25,"MNAR(Y), g1=1"
"Naive",0.166666666666667,1,503,2.5,26,"MNAR(Y), g1=1"
"Naive",0.05,0.95,513,2.5,27,"MNAR(Y), g1=1"
"Naive",0,0.7,523,2.5,28,"MNAR(Y), g1=1"
"Naive",0,0,527,2.5,29,"MNAR(Y), g1=1"
"Naive",0,0,519,2.5,30,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,521,2.5,31,"MNAR(Y), g1=1"
"Naive",0.166666666666667,1,511,2.5,32,"MNAR(Y), g1=1"
"Naive",0,0.75,519,2.5,33,"MNAR(Y), g1=1"
"Naive",0.173913043478261,0.95,513,2.5,34,"MNAR(Y), g1=1"
"Naive",0.2,1,514,2.5,35,"MNAR(Y), g1=1"
"Naive",0.166666666666667,1,520,2.5,36,"MNAR(Y), g1=1"
"Naive",0.208333333333333,0.95,512,2.5,37,"MNAR(Y), g1=1"
"Naive",0,0.8,506,2.5,38,"MNAR(Y), g1=1"
"Naive",0.05,0.95,510,2.5,39,"MNAR(Y), g1=1"
"Naive",0.173913043478261,0.95,519,2.5,40,"MNAR(Y), g1=1"
"Naive",0.173913043478261,0.95,529,2.5,41,"MNAR(Y), g1=1"
"Naive",0,0,513,2.5,42,"MNAR(Y), g1=1"
"Naive",0.2,1,520,2.5,43,"MNAR(Y), g1=1"
"Naive",0.136363636363636,0.95,515,2.5,44,"MNAR(Y), g1=1"
"Naive",0.2,1,513,2.5,45,"MNAR(Y), g1=1"
"Naive",0,1,497,3,1,"Non-informative"
"Naive",0.173913043478261,0.95,470,3,2,"Non-informative"
"Naive",0.0476190476190476,1,506,3,3,"Non-informative"
"Naive",0.0909090909090909,1,468,3,4,"Non-informative"
"Naive",0,0,499,3,5,"Non-informative"
"Naive",0,0.75,544,3,6,"Non-informative"
"Naive",0.0909090909090909,1,480,3,7,"Non-informative"
"Naive",0.0476190476190476,1,509,3,8,"Non-informative"
"Naive",0.173913043478261,0.95,511,3,9,"Non-informative"
"Naive",0,1,477,3,10,"Non-informative"
"Naive",0.05,0.95,455,3,11,"Non-informative"
"Naive",0,0,492,3,12,"Non-informative"
"Naive",0,0.8,508,3,13,"Non-informative"
"Naive",0,0,510,3,14,"Non-informative"
"Naive",0.0909090909090909,1,477,3,15,"Non-informative"
"Naive",0.05,0.95,516,3,16,"Non-informative"
"Naive",0,0,535,3,17,"Non-informative"
"Naive",0.130434782608696,1,539,3,18,"Non-informative"
"Naive",0.2,1,495,3,19,"Non-informative"
"Naive",0,0,499,3,20,"Non-informative"
"Naive",0,0.6,488,3,21,"Non-informative"
"Naive",0.05,0.95,490,3,22,"Non-informative"
"Naive",0.0909090909090909,1,494,3,23,"Non-informative"
"Naive",0.0476190476190476,1,517,3,24,"Non-informative"
"Naive",0.2,1,464,3,25,"Non-informative"
"Naive",0.230769230769231,1,510,3,26,"Non-informative"
"Naive",0,1,492,3,27,"Non-informative"
"Naive",0.0476190476190476,1,516,3,28,"Non-informative"
"Naive",0,0.75,508,3,29,"Non-informative"
"Naive",0.130434782608696,1,507,3,30,"Non-informative"
"Naive",0.166666666666667,1,519,3,31,"Non-informative"
"Naive",0,0,513,3,32,"Non-informative"
"Naive",0,0,482,3,33,"Non-informative"
"Naive",0.0476190476190476,1,503,3,34,"Non-informative"
"Naive",0.166666666666667,1,505,3,35,"Non-informative"
"Naive",0,0,473,3,36,"Non-informative"
"Naive",0.0476190476190476,1,502,3,37,"Non-informative"
"Naive",0.173913043478261,0.95,491,3,38,"Non-informative"
"Naive",0.05,0.95,476,3,39,"Non-informative"
"Naive",0.130434782608696,1,497,3,40,"Non-informative"
"Naive",0.0476190476190476,1,510,3,41,"Non-informative"
"Naive",0.130434782608696,1,496,3,42,"Non-informative"
"Naive",0.0476190476190476,1,519,3,43,"Non-informative"
"Naive",0.208333333333333,0.95,489,3,44,"Non-informative"
"Naive",0.0476190476190476,1,517,3,45,"Non-informative"
"Naive",0,0.8,502,3,1,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,518,3,2,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,496,3,3,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,492,3,4,"MNAR(e), g1=3"
"Naive",0.0952380952380952,0.95,498,3,5,"MNAR(e), g1=3"
"Naive",0,0,460,3,6,"MNAR(e), g1=3"
"Naive",0,1,503,3,7,"MNAR(e), g1=3"
"Naive",0.259259259259259,1,516,3,8,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,505,3,9,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,512,3,10,"MNAR(e), g1=3"
"Naive",0.166666666666667,1,483,3,11,"MNAR(e), g1=3"
"Naive",0.0476190476190476,1,525,3,12,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,503,3,13,"MNAR(e), g1=3"
"Naive",0.333333333333333,1,484,3,14,"MNAR(e), g1=3"
"Naive",0.136363636363636,0.95,511,3,15,"MNAR(e), g1=3"
"Naive",0,0.7,511,3,16,"MNAR(e), g1=3"
"Naive",0,0.95,489,3,17,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,491,3,18,"MNAR(e), g1=3"
"Naive",0,1,498,3,19,"MNAR(e), g1=3"
"Naive",0.0952380952380952,0.95,494,3,20,"MNAR(e), g1=3"
"Naive",0,0,506,3,21,"MNAR(e), g1=3"
"Naive",0.230769230769231,1,491,3,22,"MNAR(e), g1=3"
"Naive",0,1,490,3,23,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,484,3,24,"MNAR(e), g1=3"
"Naive",0,0,506,3,25,"MNAR(e), g1=3"
"Naive",0.05,0.95,484,3,26,"MNAR(e), g1=3"
"Naive",0,0.85,499,3,27,"MNAR(e), g1=3"
"Naive",0.230769230769231,1,516,3,28,"MNAR(e), g1=3"
"Naive",0.05,0.95,521,3,29,"MNAR(e), g1=3"
"Naive",0.05,0.95,514,3,30,"MNAR(e), g1=3"
"Naive",0.0952380952380952,0.95,530,3,31,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,519,3,32,"MNAR(e), g1=3"
"Naive",0.136363636363636,0.95,479,3,33,"MNAR(e), g1=3"
"Naive",0,0,488,3,34,"MNAR(e), g1=3"
"Naive",0,0.6,509,3,35,"MNAR(e), g1=3"
"Naive",0.230769230769231,1,481,3,36,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,487,3,37,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,509,3,38,"MNAR(e), g1=3"
"Naive",0.0952380952380952,0.95,471,3,39,"MNAR(e), g1=3"
"Naive",0.0909090909090909,1,504,3,40,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,497,3,41,"MNAR(e), g1=3"
"Naive",0.130434782608696,1,486,3,42,"MNAR(e), g1=3"
"Naive",0.259259259259259,1,506,3,43,"MNAR(e), g1=3"
"Naive",0.393939393939394,1,478,3,44,"MNAR(e), g1=3"
"Naive",0,1,477,3,45,"MNAR(e), g1=3"
"Naive",0,0.9,738,3,1,"MNAR(Y), g1=1"
"Naive",0.05,0.95,730,3,2,"MNAR(Y), g1=1"
"Naive",0,1,723,3,3,"MNAR(Y), g1=1"
"Naive",0.2,1,729,3,4,"MNAR(Y), g1=1"
"Naive",0,0.85,734,3,5,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,744,3,6,"MNAR(Y), g1=1"
"Naive",0.285714285714286,1,718,3,7,"MNAR(Y), g1=1"
"Naive",0.166666666666667,1,735,3,8,"MNAR(Y), g1=1"
"Naive",0,0.9,730,3,9,"MNAR(Y), g1=1"
"Naive",0,1,732,3,10,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,739,3,11,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,719,3,12,"MNAR(Y), g1=1"
"Naive",0,1,736,3,13,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,729,3,14,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,729,3,15,"MNAR(Y), g1=1"
"Naive",0.2,1,735,3,16,"MNAR(Y), g1=1"
"Naive",0.136363636363636,0.95,733,3,17,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,740,3,18,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,709,3,19,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,747,3,20,"MNAR(Y), g1=1"
"Naive",0.354838709677419,1,750,3,21,"MNAR(Y), g1=1"
"Naive",0,0.95,742,3,22,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,747,3,23,"MNAR(Y), g1=1"
"Naive",0,1,732,3,24,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,736,3,25,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,739,3,26,"MNAR(Y), g1=1"
"Naive",0,0.9,730,3,27,"MNAR(Y), g1=1"
"Naive",0,0.95,755,3,28,"MNAR(Y), g1=1"
"Naive",0,0.85,739,3,29,"MNAR(Y), g1=1"
"Naive",0,0.95,738,3,30,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,725,3,31,"MNAR(Y), g1=1"
"Naive",0,1,735,3,32,"MNAR(Y), g1=1"
"Naive",0,1,727,3,33,"MNAR(Y), g1=1"
"Naive",0,1,728,3,34,"MNAR(Y), g1=1"
"Naive",0,1,742,3,35,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,730,3,36,"MNAR(Y), g1=1"
"Naive",0.05,0.95,726,3,37,"MNAR(Y), g1=1"
"Naive",0.2,1,723,3,38,"MNAR(Y), g1=1"
"Naive",0,0.95,729,3,39,"MNAR(Y), g1=1"
"Naive",0.0476190476190476,1,740,3,40,"MNAR(Y), g1=1"
"Naive",0.0909090909090909,1,731,3,41,"MNAR(Y), g1=1"
"Naive",0,0.65,745,3,42,"MNAR(Y), g1=1"
"Naive",0,0.95,741,3,43,"MNAR(Y), g1=1"
"Naive",0,1,719,3,44,"MNAR(Y), g1=1"
"Naive",0.130434782608696,1,741,3,45,"MNAR(Y), g1=1"
